@relation 'WHR_merged_3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R2,1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute country_name {Afghanistan,Albania,Algeria,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,'Bosnia and Herzegovina',Botswana,Brazil,Bulgaria,'Burkina Faso',Burundi,Cambodia,Cameroon,Canada,'Central African Republic',Chad,Chile,China,Colombia,Comoros,Congo,'Costa Rica','C te d Ivoire',Croatia,Cyprus,Czechia,Denmark,'Dominican Republic','DR Congo',Ecuador,Egypt,'El Salvador',Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,'Hong Kong SAR of China',Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,'Lao PDR',Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,'New Zealand',Nicaragua,Niger,Nigeria,'North Cyprus','North Macedonia',Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,'Republic of Korea','Republic of Moldova',Romania,'Russian Federation',Rwanda,'Saudi Arabia',Senegal,Serbia,'Sierra Leone',Singapore,Slovakia,Slovenia,'South Africa','South Sudan',Spain,'Sri Lanka','State of Palestine',Swaziland,Sweden,Switzerland,'Taiwan Province of China',Tajikistan,Tanzania,Thailand,Togo,'Trinidad and Tobago',Tunisia,'T rkiye',Turkmenistan,Uganda,Ukraine,'United Arab Emirates','United Kingdom','United States',Uruguay,Uzbekistan,Venezuela,'Viet Nam',Yemen,Zambia,Zimbabwe,'Czech Republic',Qatar,Russia,Belize,'South Korea',Moldova,Turkey,'Hong Kong S.A.R. of China',Somalia,Vietnam,Bhutan,'Palestinian Territories','Congo (Brazzaville)','Congo (Kinshasa)','Ivory Coast',Sudan,Angola,Syria,Laos}
@attribute year numeric
@attribute ladder_score numeric
@attribute upperwhisker numeric
@attribute lowerwhisker numeric
@attribute log_gdp_per_capita numeric
@attribute social_support numeric
@attribute healthy_life_expectancy numeric
@attribute freedom_to_make_life_choices numeric
@attribute generosity numeric
@attribute perceptions_of_corruption numeric

@data
'T rkiye',2023,0.4085,0.411973,0.405306,0.770484,0.701743,0.554969,0.138201,0.158879,0.219048
'T rkiye',2022,0.334021,0.347726,0.320408,0.775917,0.683646,0.41073,0.03781,0.221963,0.182857
'T rkiye',2021,0.360842,0.361911,0.36,0.772748,0.493968,0.617414,0.147327,0.203271,0.219048
'T rkiye',2020,0.40293,0.402169,0.403469,0.570394,0.456434,0.518909,0.182529,0.226636,0.198095
'T rkiye',2019,0.440891,0.438048,0.443673,0.510186,0.716488,0.686895,0.205997,0.200935,0.230476
Turkmenistan,2021,0.51145,0.51481,0.508367,0.671797,0.798257,0.453826,0.720991,0.733645,0.060952
Turkmenistan,2020,0.427275,0.422612,0.431837,0.473517,0.699732,0.386104,0.659713,0.85514,0.062857
Turkmenistan,2019,0.438209,0.431164,0.445306,0.456768,0.926273,0.538259,0.546284,0.754673,0.064762
Uganda,2023,0.284093,0.290154,0.278163,0.349479,0.685657,0.328056,0.640156,0.415888,0.102857
Uganda,2022,0.296472,0.312265,0.281224,0.355364,0.680965,0.176781,0.428944,0.46028,0.097143
Uganda,2021,0.331752,0.341469,0.322245,0.351743,0.50067,0.367634,0.398957,0.518692,0.125714
Uganda,2020,0.33856,0.348352,0.329184,0.16478,0.395442,0.211082,0.393742,0.623832,0.102857
Uganda,2019,0.296472,0.303713,0.289388,0.14124,0.619303,0.332454,0.398957,0.619159,0.121905
Ukraine,2023,0.387456,0.39174,0.383265,0.611136,0.795576,0.451187,0.697523,0.665888,0.047619
Ukraine,2022,0.428306,0.43325,0.423673,0.614758,0.821716,0.312225,0.59322,0.619159,0.030476
Ukraine,2021,0.430988,0.433876,0.428163,0.638751,0.63874,0.512753,0.491525,0.439252,0.032381
Ukraine,2020,0.387869,0.389445,0.386327,0.443187,0.5563,0.454705,0.418514,0.422897,0.019048
Ukraine,2019,0.323086,0.322904,0.323061,0.353101,0.799598,0.614776,0.290743,0.418224,0.019048
'United Arab Emirates',2023,0.771199,0.77451,0.767959,0.897691,0.69437,0.495163,0.937419,0.488318,0.491429
'United Arab Emirates',2022,0.737776,0.739675,0.735918,0.912177,0.733914,0.352682,0.846154,0.439252,0.470476
'United Arab Emirates',2021,0.738808,0.740509,0.737143,0.904482,0.571046,0.556728,0.790091,0.476636,0.47619
'United Arab Emirates',2020,0.735713,0.735711,0.73551,0.703938,0.490617,0.522427,0.74837,0.551402,0.424762
'United Arab Emirates',2019,0.783165,0.784522,0.781837,0.647804,0.752681,0.693052,0.726206,0.656542,0.419048
'United Kingdom',2023,0.7745,0.776596,0.772449,0.824808,0.802949,0.591029,0.804433,0.623832,0.668571
'United Kingdom',2022,0.784196,0.785774,0.782449,0.840652,0.829759,0.449428,0.691004,0.635514,0.647619
'United Kingdom',2021,0.814524,0.815186,0.813673,0.845179,0.680295,0.659631,0.653194,0.675234,0.626667
'United Kingdom',2020,0.839488,0.840217,0.838776,0.644183,0.626005,0.665787,0.63103,0.794393,0.582857
'United Kingdom',2019,0.860326,0.860868,0.859592,0.576279,0.891421,0.858399,0.559322,0.871495,0.615238
'United States',2023,0.769548,0.773467,0.76551,0.877773,0.847185,0.476693,0.638853,0.521028,0.321905
'United States',2022,0.804415,0.808511,0.800408,0.896333,0.892761,0.343008,0.601043,0.490654,0.327619
'United States',2021,0.821539,0.82499,0.817959,0.897239,0.706434,0.552331,0.623207,0.514019,0.337143
'United States',2020,0.816175,0.821235,0.811429,0.693979,0.604558,0.546174,0.597132,0.588785,0.293333
'United States',2019,0.813906,0.818106,0.809592,0.622001,0.855898,0.73175,0.57236,0.696262,0.289524
Uruguay,2023,0.746028,0.748018,0.744286,0.722499,0.873324,0.520668,0.885267,0.247664,0.419048
Uruguay,2022,0.72189,0.724447,0.719184,0.732005,0.882708,0.382586,0.765319,0.238318,0.48381
Uruguay,2021,0.717764,0.720067,0.71551,0.7311,0.705094,0.591029,0.741851,0.240654,0.504762
Uruguay,2020,0.708892,0.711514,0.706327,0.526935,0.612601,0.5708,0.6897,0.299065,0.424762
Uruguay,2019,0.710749,0.713183,0.708367,0.484835,0.869303,0.753738,0.649283,0.308411,0.367619
Uzbekistan,2023,0.660202,0.666041,0.65449,0.548665,0.848525,0.474055,0.963494,0.586449,0.409524
Uzbekistan,2022,0.62286,0.629954,0.616122,0.555455,0.817024,0.329815,0.839635,0.607477,0.39619
Uzbekistan,2021,0.632969,0.639967,0.626122,0.551833,0.646113,0.527704,0.808344,0.661215,0.457143
Uzbekistan,2020,0.656901,0.667918,0.645918,0.348121,0.602547,0.46438,0.808344,0.913551,0.51619
Uzbekistan,2019,0.6732,0.678765,0.667551,0.315527,0.875335,0.630607,0.778357,0.848131,0.533333
Venezuela,2023,0.53889,0.545474,0.532449,0,0.799598,0.431838,0.550196,0.448598,0.16381
Venezuela,2022,0.45719,0.46433,0.45,0,0.756702,0.299912,0.355932,0.478972,0.16
Venezuela,2021,0.398184,0.404881,0.391837,0,0.563003,0.508355,0.243807,0.525701,0.15619
Venezuela,2020,0.391376,0.397789,0.385102,0.385695,0.515416,0.504837,0.245111,0.182243,0.137143
Venezuela,2019,0.424593,0.431581,0.417755,0.348574,0.818365,0.674582,0.229465,0.203271,0.121905
'Viet Nam',2023,0.628843,0.631623,0.626122,0.602535,0.763405,0.474055,0.973924,0.219626,0.304762
'Viet Nam',2022,0.571075,0.574677,0.567755,0.610684,0.726542,0.335092,0.840939,0.313084,0.232381
'Viet Nam',2021,0.51372,0.513141,0.514286,0.566772,0.538874,0.537379,0.79661,0.334112,0.2
'Viet Nam',2020,0.498453,0.496037,0.500816,0.369851,0.49933,0.541777,0.760104,0.28972,0.173333
'Viet Nam',2019,0.486486,0.481852,0.491224,0.325034,0.754021,0.720317,0.723598,0.317757,0.171429
Yemen,2023,0.116773,0.125991,0.107755,0.303757,0.772788,0.257696,0.346806,0.186916,0.215238
Yemen,2021,0.247988,0.265749,0.230612,0.312811,0.613271,0.337731,0.305085,0.21028,0.186667
Yemen,2020,0.136786,0.142678,0.130816,0.148936,0.47118,0.239226,0.22425,0.214953,0.169524
Yemen,2019,0.109759,0.109303,0.110408,0.177909,0.703083,0.364996,0.19296,0.221963,0.165714
Zambia,2023,0.104601,0.10972,0.099592,0.406971,0.456434,0.23219,0.822686,0.392523,0.207619
Zambia,2022,0.203631,0.220484,0.187143,0.413762,0.510724,0.083553,0.585398,0.441589,0.152381
Zambia,2021,0.15783,0.165207,0.150612,0.421005,0.300938,0.269129,0.559322,0.474299,0.158095
Zambia,2020,0.222406,0.229245,0.215918,0.239022,0.284182,0.203166,0.509778,0.530374,0.140952
Zambia,2019,0.157623,0.1602,0.155102,0.243096,0.514745,0.320141,0.514993,0.586449,0.165714
Zimbabwe,2023,0.071384,0.072382,0.070612,0.338615,0.483914,0.204046,0.509778,0.224299,0.249524
Zimbabwe,2022,0.043119,0.044431,0.041633,0.343142,0.504692,0.060686,0.34811,0.261682,0.222857
Zimbabwe,2021,0,0,0,0.428701,0.376676,0.237467,0.303781,0.247664,0.2
Zimbabwe,2020,0.030947,0.031081,0.030612,0.206881,0.349196,0.21372,0.342894,0.366822,0.142857
Zimbabwe,2019,0.062719,0.063413,0.062041,0.192847,0.616622,0.329815,0.366362,0.352804,0.154286
Norway,2017,0.937074,0.935336,0.938776,0.731553,0.942359,0.700967,0.702738,0.845794,0.601905
Denmark,2017,0.93398,0.932833,0.935102,0.670892,0.953753,0.697449,0.691004,0.829439,0.76381
Switzerland,2017,0.928203,0.928661,0.927755,0.708465,0.930965,0.754617,0.683181,0.679907,0.699048
Finland,2017,0.923045,0.921569,0.92449,0.653689,0.946381,0.711522,0.680574,0.57243,0.729524
Sweden,2017,0.884877,0.883187,0.886531,0.676324,0.904826,0.730871,0.674055,0.899533,0.731429
Israel,2017,0.870229,0.869837,0.870612,0.622454,0.836461,0.737027,0.404172,0.771028,0.161905
'Costa Rica',2017,0.842583,0.846475,0.838776,0.50249,0.863271,0.668426,0.63103,0.502336,0.190476
Austria,2017,0.827522,0.826241,0.828776,0.673155,0.892761,0.716799,0.615385,0.738318,0.420952
'United States',2017,0.82484,0.827076,0.822653,0.699864,0.865952,0.680739,0.53455,0.918224,0.259048
Ireland,2017,0.821539,0.820401,0.822653,0.695337,0.958445,0.712401,0.621904,1,0.567619
Germany,2017,0.816175,0.812474,0.819796,0.673608,0.901475,0.702726,0.608866,0.785047,0.527619
Belgium,2017,0.803796,0.802253,0.805306,0.662743,0.894102,0.719437,0.578879,0.542056,0.478095
Luxembourg,2017,0.798019,0.795578,0.800408,0.788592,0.891421,0.743184,0.653194,0.661215,0.607619
Chile,2017,0.754487,0.756988,0.752041,0.567225,0.774799,0.720317,0.366362,0.764019,0.15619
'United Arab Emirates',2017,0.753662,0.753442,0.753878,0.73608,0.762735,0.639402,0.667536,0.843458,0.617143
Brazil,2017,0.75098,0.754068,0.747959,0.501132,0.873324,0.542656,0.444589,0.378505,0.211429
'Czech Republic',2017,0.745616,0.745515,0.745714,0.612494,0.875335,0.663149,0.514993,0.205607,0.070476
Argentina,2017,0.743553,0.746767,0.740408,0.536442,0.879357,0.611258,0.520209,0.254673,0.114286
Mexico,2017,0.73922,0.742804,0.735714,0.521956,0.725871,0.62445,0.413299,0.28271,0.253333
Singapore,2017,0.737982,0.735711,0.740204,0.765957,0.821716,0.834653,0.591917,0.808411,0.88381
Uruguay,2017,0.713637,0.716729,0.710612,0.551381,0.86059,0.632366,0.629726,0.408879,0.339048
Guatemala,2017,0.713637,0.72111,0.706327,0.394749,0.756032,0.474934,0.567145,0.661215,0.146667
Panama,2017,0.713225,0.719024,0.707551,0.558624,0.83445,0.620932,0.591917,0.492991,0.135238
France,2017,0.711162,0.710471,0.711837,0.647804,0.844504,0.742304,0.487614,0.303738,0.329524
'Taiwan Province of China',2017,0.707035,0.706091,0.707959,0.649163,0.842493,0.698329,0.345502,0.602804,0.121905
Spain,2017,0.703115,0.701085,0.705102,0.626528,0.941019,0.781882,0.408083,0.443925,0.135238
Qatar,2017,0.697339,0.721318,0.673878,0.84699,0.768097,0.62445,0.662321,0.771028,0.83619
Colombia,2017,0.693625,0.697121,0.690204,0.484835,0.853887,0.523307,0.496741,0.348131,0.089524
'Saudi Arabia',2017,0.690943,0.695453,0.686531,0.693074,0.77681,0.518909,0.461538,0.345794,0.52
'Trinidad and Tobago',2017,0.654632,0.68252,0.627347,0.616116,0.839142,0.457344,0.551499,0.759346,0.017143
Kuwait,2017,0.641634,0.642887,0.640408,0.739249,0.758713,0.555849,0.521512,0.53271,0.409524
Slovakia,2017,0.64019,0.639758,0.640612,0.599819,0.922922,0.627089,0.260756,0.320093,0.045714
Bahrain,2017,0.63792,0.640175,0.635714,0.673608,0.800938,0.574318,0.574967,0.404206,0.489524
Malaysia,2017,0.637301,0.640384,0.634286,0.584427,0.775469,0.544415,0.398957,0.974299,0.125714
Nicaragua,2017,0.634619,0.641844,0.627551,0.333635,0.77681,0.574318,0.458931,0.705607,0.249524
Ecuador,2017,0.621622,0.624948,0.618367,0.453146,0.776139,0.603342,0.468057,0.350467,0.266667
'El Salvador',2017,0.62059,0.625574,0.615714,0.411951,0.706434,0.524186,0.43807,0.182243,0.171429
Poland,2017,0.614401,0.614101,0.614694,0.58488,0.883378,0.614776,0.552803,0.369159,0.112381
Uzbekistan,2017,0.613988,0.616604,0.611429,0.355817,0.952413,0.437995,0.732725,0.971963,0.470476
Italy,2017,0.612544,0.611806,0.613265,0.631507,0.882708,0.75022,0.208605,0.404206,0.053333
Russia,2017,0.612338,0.609095,0.61551,0.580353,0.898794,0.481091,0.362451,0.121495,0.062857
Belize,2017,0.610893,0.64393,0.578571,0.411046,0.63874,0.395778,0.589309,0.560748,0.184762
Japan,2017,0.603466,0.60096,0.605918,0.641467,0.876676,0.80299,0.53455,0.28271,0.312381
Lithuania,2017,0.599752,0.599291,0.600204,0.595292,0.902145,0.55321,0.179922,0.023364,0.022857
Algeria,2017,0.593563,0.598248,0.58898,0.494341,0.682306,0.543536,0.178618,0.161215,0.278095
Latvia,2017,0.589024,0.586149,0.591837,0.570847,0.855898,0.562005,0.29987,0.357477,0.140952
'South Korea',2017,0.586548,0.586775,0.586327,0.634676,0.670241,0.791557,0.211213,0.483645,0.12
Moldova,2017,0.586548,0.583646,0.589388,0.330014,0.753351,0.51803,0.189048,0.488318,0.019048
Romania,2017,0.583866,0.586149,0.581633,0.551381,0.684987,0.602463,0.470665,0.313084,0.007619
Bolivia,2017,0.583454,0.582812,0.584082,0.377546,0.737265,0.416887,0.603651,0.528037,0.114286
Turkmenistan,2017,0.583247,0.578849,0.587551,0.511996,0.914879,0.385224,0.419817,0.584112,0.493333
Kazakhstan,2017,0.582628,0.582812,0.582449,0.581711,0.841823,0.532982,0.444589,0.471963,0.226667
'North Cyprus',2017,0.580772,0.581352,0.580204,0.609778,0.709115,0.734389,0.488918,0.623832,0.295238
Slovenia,2017,0.570043,0.569879,0.570204,0.607062,0.88807,0.69569,0.621904,0.567757,0.085714
Peru,2017,0.561172,0.563621,0.558776,0.468538,0.731233,0.55409,0.461538,0.296729,0.089524
Mauritius,2017,0.543429,0.546516,0.540408,0.538253,0.725201,0.561126,0.514993,0.843458,0.08
Cyprus,2017,0.541778,0.543388,0.540204,0.613852,0.672252,0.743184,0.337679,0.633178,0.078095
Estonia,2017,0.539715,0.537756,0.541633,0.598008,0.904155,0.611258,0.499348,0.231308,0.348571
Belarus,2017,0.53105,0.528995,0.533061,0.523766,0.882708,0.561126,0.259452,0.36215,0.297143
Libya,2017,0.521972,0.535461,0.508776,0.498868,0.824397,0.457344,0.482399,0.35514,0.177143
Turkey,2017,0.516815,0.518356,0.515306,0.542327,0.810992,0.561126,0.267275,0.109813,0.190476
Paraguay,2017,0.51537,0.514602,0.516122,0.422363,0.924263,0.509235,0.492829,0.523364,0.173333
'Hong Kong S.A.R. of China',2017,0.511038,0.50897,0.513061,0.70258,0.760724,0.829376,0.514993,0.873832,0.56
Philippines,2017,0.502373,0.507927,0.496939,0.388411,0.754692,0.411609,0.637549,0.453271,0.188571
Serbia,2017,0.495152,0.496871,0.493469,0.483929,0.757373,0.572559,0.147327,0.514019,0.078095
Jordan,2017,0.482979,0.487693,0.478367,0.448619,0.744638,0.532102,0.419817,0.401869,0.228571
Hungary,2017,0.480503,0.478306,0.482653,0.582164,0.814343,0.605101,0.104302,0.182243,0.070476
Jamaica,2017,0.477821,0.515436,0.44102,0.419194,0.831099,0.563764,0.492829,0.546729,0.104762
Croatia,2017,0.474108,0.476012,0.472245,0.553644,0.563003,0.616535,0.208605,0.579439,0.081905
Kosovo,2017,0.471219,0.47038,0.472041,0.430512,0.676944,0.475814,0.21382,0.747664,0.108571
China,2017,0.469981,0.460784,0.47898,0.489362,0.692359,0.651715,0.491525,0.067757,0.04381
Pakistan,2017,0.469156,0.469337,0.46898,0.329108,0.365282,0.353562,0.181226,0.735981,0.23619
Venezuela,2017,0.465236,0.471423,0.459184,0.510638,0.873324,0.542656,0.075619,0.151869,0.121905
Montenegro,2017,0.462554,0.465373,0.459796,0.507469,0.743968,0.586631,0.129074,0.462617,0.167619
Morocco,2017,0.462142,0.460576,0.463673,0.397465,0.433646,0.525945,0.40678,0.074766,0.167619
Azerbaijan,2017,0.461935,0.456612,0.467143,0.522408,0.686327,0.475814,0.393742,0.10514,0.344762
'Dominican Republic',2017,0.46111,0.467042,0.455306,0.488456,0.853887,0.505717,0.595828,0.436916,0.217143
Greece,2017,0.460491,0.462036,0.45898,0.583522,0.744638,0.712401,0,0,0.081905
Lebanon,2017,0.460078,0.460784,0.459388,0.486646,0.671582,0.646438,0.25163,0.616822,0.072381
Portugal,2017,0.453889,0.453692,0.454082,0.595292,0.830429,0.700088,0.52412,0.221963,0.030476
'Bosnia and Herzegovina',2017,0.451207,0.451815,0.450612,0.444545,0.630697,0.620053,0.140808,0.768692,0
Honduras,2017,0.451001,0.457238,0.444898,0.330919,0.680965,0.512753,0.328553,0.551402,0.139048
Macedonia,2017,0.449763,0.45098,0.448571,0.482119,0.723861,0.567282,0.29987,0.593458,0.114286
Somalia,2017,0.444811,0.444723,0.444898,0.010412,0.397453,0.100264,0.659713,0.682243,0.537143
Vietnam,2017,0.428925,0.424906,0.432857,0.357175,0.770107,0.573439,0.619296,0.549065,0.167619
Nigeria,2017,0.428925,0.438048,0.42,0.354912,0.729223,0.050132,0.389831,0.53972,0.049524
Tajikistan,2017,0.422117,0.417397,0.426735,0.237664,0.766086,0.465259,0.490222,0.581776,0.278095
Nepal,2017,0.405818,0.408219,0.403469,0.217293,0.704424,0.443272,0.448501,0.920561,0.139048
Mongolia,2017,0.404374,0.398832,0.409796,0.464916,0.914879,0.490765,0.388527,0.78972,0.062857
'South Africa',2017,0.378378,0.379433,0.377347,0.477592,0.842493,0.164468,0.499348,0.324766,0.139048
Tunisia,2017,0.373427,0.370046,0.376735,0.455862,0.495979,0.539138,0.252934,0.116822,0.165714
'Palestinian Territories',2017,0.367237,0.369629,0.364898,0.324129,0.689008,0.497801,0.207301,0.266355,0.169524
Egypt,2017,0.358985,0.357739,0.360204,0.448167,0.58244,0.457344,0.242503,0.301402,0.217143
Bulgaria,2017,0.354652,0.353358,0.355918,0.525577,0.875335,0.622691,0.25163,0.264019,0.020952
'Sierra Leone',2017,0.353621,0.363162,0.344286,0.166591,0.573727,0.005277,0.290743,0.684579,0.135238
Cameroon,2017,0.350732,0.351898,0.349592,0.255319,0.548257,0.116974,0.435463,0.551402,0.097143
Iran,2017,0.350113,0.352107,0.348163,0.523766,0.391421,0.562005,0.199478,0.904206,0.093333
Albania,2017,0.34021,0.342511,0.337959,0.450883,0.453083,0.64292,0.371578,0.469626,0.07619
Bangladesh,2017,0.332783,0.329579,0.335918,0.265731,0.406836,0.468777,0.498044,0.401869,0.23619
Namibia,2017,0.325769,0.346266,0.305714,0.436397,0.650134,0.298153,0.552803,0.179907,0.177143
Mozambique,2017,0.320817,0.347101,0.295102,0.10593,0.497989,0.094107,0.501956,0.752336,0.340952
Senegal,2017,0.317722,0.311222,0.324082,0.21684,0.705094,0.359719,0.367666,0.42757,0.219048
Zambia,2017,0.31339,0.319983,0.306939,0.287913,0.586461,0.226913,0.477184,0.584112,0.148571
Iraq,2017,0.309882,0.315603,0.304286,0.499321,0.570375,0.440633,0.25163,0.46729,0.20381
Gabon,2017,0.30328,0.301836,0.304694,0.542327,0.689008,0.313984,0.281617,0.102804,0.144762
Ethiopia,2017,0.302249,0.298915,0.30551,0.153463,0.493968,0.310466,0.408083,0.731308,0.314286
Armenia,2017,0.284919,0.283062,0.286735,0.407877,0.589142,0.561126,0.132986,0.193925,0.051429
India,2017,0.272333,0.263246,0.281224,0.358533,0.419571,0.400176,0.487614,0.542056,0.175238
Mauritania,2017,0.267588,0.264289,0.270816,0.293345,0.766756,0.25066,0,0.471963,0.260952
'Congo (Brazzaville)',2017,0.267382,0.271172,0.263673,0.366229,0.47185,0.255057,0.441982,0.28271,0.152381
Georgia,2017,0.26635,0.263872,0.268776,0.430512,0.296917,0.57168,0.277705,0.126168,0.48
'Congo (Kinshasa)',2017,0.265112,0.260325,0.269796,0.041648,0.737936,0.167986,0.182529,0.574766,0.114286
Mali,2017,0.246544,0.241969,0.25102,0.215482,0.772788,0.148637,0.275098,0.42757,0.2
'Ivory Coast',2017,0.244481,0.243012,0.245918,0.272974,0.520777,0.043096,0.458931,0.469626,0.247619
Cambodia,2017,0.242005,0.243846,0.240204,0.272522,0.588472,0.378188,0.70013,0.901869,0.129524
Ghana,2017,0.232102,0.232165,0.232041,0.301947,0.5,0.260334,0.426336,0.600467,0.047619
Ukraine,2017,0.227151,0.224239,0.23,0.405161,0.849196,0.506596,0.035202,0.630841,0.04381
Uganda,2017,0.224056,0.226533,0.221633,0.172476,0.671582,0.191733,0.452412,0.761682,0.108571
'Burkina Faso',2017,0.213947,0.211514,0.216327,0.158443,0.613271,0.189974,0.297262,0.586449,0.228571
Niger,2017,0.213122,0.209011,0.217143,0.073336,0.579759,0.236588,0.349413,0.535047,0.264762
Malawi,2017,0.201155,0.20171,0.200612,0.105478,0.258043,0.277045,0.483703,0.670561,0.139048
Chad,2017,0.194141,0.19295,0.195306,0.19828,0.553619,0.03606,0.08605,0.504673,0.102857
Zimbabwe,2017,0.181556,0.181268,0.181837,0.170213,0.64008,0.173263,0.312907,0.441589,0.180952
Lesotho,2017,0.167733,0.194827,0.141224,0.235853,0.711796,0,0.384615,0.366822,0.226667
Afghanistan,2017,0.164844,0.159366,0.170204,0.18153,0.30429,0.159191,0.013038,0.728972,0.11619
Botswana,2017,0.159067,0.159366,0.158776,0.507922,0.733244,0.300792,0.533246,0.231308,0.188571
Benin,2017,0.136579,0.132666,0.140408,0.195111,0.205764,0.184697,0.430248,0.485981,0.11619
Madagascar,2017,0.133897,0.125991,0.141633,0.138524,0.526139,0.329815,0.121252,0.488318,0.127619
Yemen,2017,0.123375,0.12161,0.125102,0.267995,0.540885,0.272647,0.199478,0.242991,0.108571
'South Sudan',2017,0.122963,0.128494,0.117551,0.179719,0.317024,0.14336,0.066493,0.668224,0.222857
Liberia,2017,0.110996,0.113475,0.108571,0.053871,0.49866,0.202287,0.308996,0.623832,0.074286
Guinea,2017,0.105632,0.098874,0.112245,0.11091,0.44437,0.170624,0.329857,0.619159,0.211429
Togo,2017,0.103157,0.10096,0.105306,0.138072,0.203753,0.217238,0.370274,0.46028,0.182857
Rwanda,2017,0.098205,0.090321,0.105918,0.167044,0.548257,0.286719,0.633638,0.591121,0.866667
Tanzania,2017,0.073035,0.073217,0.072857,0.231326,0.612601,0.32102,0.383312,0.827103,0.125714
